away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
88.9,16,0.0,0,120.0,75.0,15,0.392,51,0.353,18,0.196,10,0.7,7,26,200,85.5,24.1,7,16,47,,9.1,5,0.314,16,0.25,4,44.9,22,0.422,12.6,8,35,0.4,14,0.161,5,"March 7, 2019",58.3,14,2.9,1,85.5,75.9,22,0.65,40,0.6,24,0.525,21,0.667,14,18,200,120.0,25.0,5,13,66,,9.1,5,0.2,8,0.5,4,55.1,27,0.66,15.5,9,32,0.625,20,0.4,12,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALABAMA-AM,Alabama A&M,55.4,Home,JACKSON-STATE,Jackson State
47.8,11,0.0,0,104.8,59.4,19,0.373,67,0.343,23,0.134,9,0.889,8,27,200,92.1,35.9,14,16,58,,9.5,6,0.254,17,0.235,4,46.5,33,0.407,10.1,8,50,0.38,19,0.156,5,"March 9, 2019",25.0,6,8.0,4,92.1,64.1,25,0.491,54,0.444,24,0.315,17,0.765,13,15,200,104.8,40.6,13,9,66,,1.6,1,0.222,12,0.417,5,53.5,38,0.532,16.3,12,42,0.452,19,0.516,16,"Assembly Center, Grambling, Louisiana",ALABAMA-AM,Alabama A&M,63.2,Home,GRAMBLING,Grambling
52.4,11,0.0,0,94.9,57.1,16,0.407,59,0.356,21,0.424,25,0.76,19,1,200,84.8,19.4,7,25,67,,7.6,6,0.441,26,0.231,6,35.9,23,0.473,20.5,18,33,0.455,15,0.0,0,"November 6, 2018",38.1,8,18.2,6,84.8,80.6,29,0.426,54,0.389,21,0.648,35,0.829,29,0,200,94.9,42.9,12,25,75,,10.1,8,0.426,23,0.174,4,64.1,41,0.531,20.6,18,31,0.548,17,1.0,1,"Bartow Arena, Birmingham, Alabama",MERCER,Mercer,79.3,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
53.6,15,4.2,2,115.4,54.3,19,0.564,55,0.509,28,0.2,11,0.545,6,2,200,104.6,38.7,12,18,68,,10.8,7,0.236,13,0.462,6,47.0,31,0.565,21.1,16,42,0.524,22,0.5,2,"November 14, 2018",44.8,13,2.4,1,104.6,61.3,19,0.492,63,0.46,29,0.317,20,0.65,13,0,200,115.4,45.7,16,17,75,,13.8,9,0.238,15,0.267,4,53.0,35,0.517,12.2,10,48,0.521,25,1.0,2,"Bartow Arena, Birmingham, Alabama",NEW-ORLEANS,New Orleans,65.4,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
53.8,7,0.0,0,118.5,61.9,13,0.364,44,0.295,13,0.386,17,0.882,15,0,200,72.3,14.8,4,11,47,,12.3,8,0.477,21,0.286,6,35.4,17,0.451,25.9,18,23,0.304,7,0.0,0,"November 18, 2018",63.3,19,0.0,0,72.3,85.2,23,0.676,54,0.556,30,0.167,9,0.444,4,0,200,118.5,38.1,8,17,77,,10.8,7,0.444,24,0.542,13,64.6,31,0.661,19.5,14,30,0.567,17,1.0,3,"Bartow Arena, Birmingham, Alabama","West Alabama
			","West Alabama
			",65.2,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
31.6,6,2.9,1,106.6,63.6,14,0.345,58,0.328,19,0.483,28,0.821,23,1,200,82.9,23.7,9,21,63,,11.8,9,0.241,14,0.143,2,38.3,23,0.442,16.6,14,44,0.386,17,0.75,3,"November 22, 2018",46.2,12,11.4,5,82.9,76.3,29,0.547,53,0.491,26,0.491,26,0.885,23,0,200,106.6,36.4,8,22,81,14,9.2,7,0.34,18,0.333,6,61.7,37,0.62,21.8,18,35,0.571,20,1.0,4,"HP Field House, Orlando, Florida",ALABAMA-BIRMINGHAM,Alabama-Birmingham,75.8,Home,FLORIDA-STATE,Florida State
31.0,9,9.8,4,78.5,61.1,22,0.615,52,0.558,29,0.288,15,0.667,10,2,200,113.8,17.4,4,11,74,,10.8,7,0.365,19,0.316,6,44.1,26,0.626,13.3,9,33,0.697,23,0.667,4,"November 23, 2018",38.1,8,3.0,1,113.8,82.6,19,0.392,60,0.35,21,0.133,8,0.5,4,2,200,78.5,38.9,14,16,51,,10.8,7,0.317,19,0.263,5,55.9,33,0.4,21.1,17,41,0.39,16,0.6,3,"HP Field House, Orlando, Florida",ALABAMA-BIRMINGHAM,Alabama-Birmingham,65.5,Away,COLLEGE-OF-CHARLESTON,College of Charleston
57.9,11,8.1,3,91.9,59.3,16,0.396,53,0.358,19,0.377,20,0.8,16,5,200,78.4,25.0,7,18,58,,12.2,9,0.377,20,0.2,4,41.8,23,0.464,24.4,20,33,0.455,15,0.167,1,"November 25, 2018",34.6,9,9.1,3,78.4,75.0,21,0.528,54,0.481,26,0.278,15,0.733,11,2,200,91.9,40.7,11,22,68,,12.2,9,0.315,17,0.294,5,58.2,32,0.556,26.6,22,37,0.568,21,0.667,4,"HP Field House, Orlando, Florida",CANISIUS,Canisius,73.8,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
37.9,11,5.6,2,83.8,79.4,27,0.554,56,0.518,29,0.232,13,0.385,5,2,200,98.5,32.0,8,12,67,,8.8,6,0.321,18,0.222,4,59.3,35,0.539,16.3,12,38,0.658,25,0.714,5,"November 29, 2018",66.7,14,7.9,3,98.5,68.0,17,0.43,57,0.368,21,0.281,16,0.5,8,7,200,83.8,20.6,7,12,57,,11.8,8,0.368,21,0.333,7,40.7,24,0.441,16.9,13,36,0.389,14,0.0,0,"Von Braun Center, Hunstville, Alabama",ALABAMA-AM,Alabama A&M,68.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
54.2,13,0.0,0,110.6,60.0,21,0.567,52,0.462,24,0.231,12,0.667,8,7,200,101.5,14.3,4,13,67,,6.1,4,0.596,31,0.355,11,39.7,25,0.581,19.6,14,21,0.619,13,0.222,2,"December 4, 2018",48.4,15,4.8,1,101.5,85.7,24,0.523,66,0.47,31,0.091,6,0.667,4,2,200,110.6,40.0,14,11,73,,9.1,6,0.379,25,0.28,7,60.3,38,0.53,11.6,9,41,0.585,24,0.75,6,"Bartow Arena, Birmingham, Alabama",NORTH-ALABAMA,North Alabama,65.8,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
50.0,13,3.1,1,122.1,79.3,23,0.492,62,0.419,26,0.419,26,0.577,15,3,200,98.7,38.2,13,25,76,,6.5,5,0.355,22,0.409,9,57.1,36,0.511,18.8,17,40,0.425,17,0.667,6,"December 8, 2018",60.0,18,17.5,7,98.7,61.8,21,0.634,56,0.536,30,0.536,30,0.767,23,4,200,122.1,20.7,6,18,94,,9.1,7,0.429,24,0.458,11,42.9,27,0.669,13.7,11,32,0.594,19,0.556,5,"FedExForum, Memphis, Tennessee",ALABAMA-BIRMINGHAM,Alabama-Birmingham,76.8,Home,MEMPHIS,Memphis
45.5,10,20.6,7,102.9,69.4,25,0.421,57,0.386,22,0.596,34,0.794,27,1,225,108.7,35.1,13,16,75,8,2.9,2,0.386,22,0.182,4,52.1,38,0.513,12.2,10,35,0.514,18,0.9,9,"December 15, 2018",39.3,11,8.6,3,108.7,64.9,24,0.516,63,0.444,28,0.175,11,0.545,6,4,225,102.9,30.6,11,25,71,,11.6,8,0.46,29,0.31,9,47.9,35,0.52,14.0,11,34,0.559,19,0.6,6,"Legacy Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,61.5,Away,AUBURN,Auburn
43.8,7,3.3,1,122.6,77.8,14,0.38,50,0.32,16,0.26,13,0.846,11,7,200,79.0,16.7,5,12,49,,8.1,5,0.44,22,0.273,6,39.6,19,0.436,17.7,12,28,0.357,10,0.364,4,"December 18, 2018",51.7,15,7.1,2,79.0,83.3,25,0.677,48,0.604,29,0.313,15,0.733,11,4,200,122.6,22.2,4,15,76,,9.7,6,0.375,18,0.389,7,60.4,29,0.689,15.5,10,30,0.733,22,0.636,7,"Bartow Arena, Birmingham, Alabama",ALCORN-STATE,Alcorn State,62.2,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
53.8,14,7.5,3,104.3,66.7,26,0.557,53,0.491,26,0.34,18,0.833,15,5,200,105.7,12.5,3,21,74,,4.3,3,0.434,23,0.304,7,46.0,29,0.601,18.7,14,30,0.633,19,0.545,6,"December 21, 2018",46.7,14,3.3,1,105.7,87.5,21,0.532,62,0.484,30,0.355,22,0.318,7,5,200,104.3,33.3,13,17,73,,8.6,6,0.355,22,0.273,6,54.0,34,0.504,10.0,8,40,0.6,24,0.583,7,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,70.0,Away,TROY,Troy
39.1,9,14.3,5,107.1,78.6,22,0.452,62,0.371,23,0.226,14,0.786,11,0,200,95.7,20.0,7,17,67,,7.1,5,0.387,24,0.417,10,46.0,29,0.488,11.7,9,38,0.342,13,0.0,0,"December 29, 2018",57.7,15,13.2,5,95.7,80.0,28,0.565,54,0.481,26,0.333,18,0.778,14,5,200,107.1,21.4,6,10,75,,2.9,2,0.352,19,0.474,9,54.0,34,0.6,16.2,12,35,0.486,17,0.615,8,"Bartow Arena, Birmingham, Alabama","Arkansas-Monticello
			","Arkansas-Monticello
			",69.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
60.0,12,4.5,2,98.5,71.4,20,0.398,59,0.339,20,0.136,8,0.375,3,5,200,73.5,21.1,8,6,50,,8.8,6,0.458,27,0.259,7,42.4,28,0.398,17.2,13,32,0.406,13,0.643,9,"January 3, 2019",53.6,15,12.5,4,73.5,78.9,30,0.525,59,0.475,28,0.119,7,0.714,5,5,200,98.5,28.6,8,12,67,,17.6,12,0.254,15,0.4,6,57.6,38,0.538,17.3,13,44,0.5,22,0.643,9,"Bartow Arena, Birmingham, Alabama",FLORIDA-ATLANTIC,Florida Atlantic,67.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
46.7,7,4.5,2,110.5,66.7,18,0.336,55,0.273,15,0.709,39,0.718,28,5,200,85.5,11.9,5,17,65,,11.8,9,0.564,31,0.226,7,33.3,23,0.442,11.1,9,24,0.333,8,0.667,10,"January 5, 2019",54.5,18,16.7,4,85.5,88.1,37,0.592,60,0.55,33,0.3,18,0.722,13,5,200,110.5,33.3,9,23,84,,7.9,6,0.267,16,0.313,5,66.7,46,0.613,18.1,15,44,0.636,28,0.667,10,"Bartow Arena, Birmingham, Alabama",FLORIDA-INTERNATIONAL,Florida International,76.0,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
38.1,8,8.3,3,100.0,76.5,26,0.446,56,0.375,21,0.089,5,0.6,3,6,200,82.8,18.8,6,13,53,,3.1,2,0.446,25,0.32,8,48.5,32,0.454,18.3,13,31,0.419,13,0.625,10,"January 10, 2019",68.0,17,12.9,4,82.8,81.3,26,0.5,58,0.431,25,0.207,12,0.5,6,5,200,100.0,23.5,8,6,64,,10.9,7,0.379,22,0.364,8,51.5,34,0.502,10.0,7,36,0.472,17,0.706,12,"Thomas Assembly Center, Ruston, Louisiana",ALABAMA-BIRMINGHAM,Alabama-Birmingham,64.0,Home,LOUISIANA-TECH,Louisiana Tech
46.4,13,7.1,2,110.6,78.8,26,0.463,67,0.418,28,0.164,11,0.545,6,7,200,103.0,22.2,8,19,68,,3.0,2,0.343,23,0.261,6,49.3,34,0.471,6.5,5,44,0.5,22,0.588,10,"January 12, 2019",69.6,16,6.8,3,103.0,77.8,28,0.528,54,0.426,23,0.389,21,0.762,16,7,200,110.6,21.2,7,14,73,,7.6,5,0.481,26,0.423,11,50.7,35,0.571,8.7,6,28,0.429,12,0.588,10,"Reed Green Coliseum, Hattiesburg, Mississippi",ALABAMA-BIRMINGHAM,Alabama-Birmingham,66.1,Home,SOUTHERN-MISSISSIPPI,Southern Miss
55.0,11,2.4,1,122.6,65.4,17,0.49,51,0.392,20,0.353,18,0.722,13,10,200,101.6,25.8,8,15,63,,6.5,4,0.49,25,0.4,10,43.9,25,0.529,15.7,11,26,0.385,10,0.375,6,"January 17, 2019",44.8,13,3.8,1,101.6,74.2,23,0.591,55,0.527,29,0.255,14,0.786,11,7,200,122.6,34.6,9,16,76,,8.1,5,0.236,13,0.538,7,56.1,32,0.616,12.8,9,42,0.524,22,0.611,11,"Bartow Arena, Birmingham, Alabama",TEXAS-EL-PASO,UTEP,62.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
57.7,15,2.9,1,115.3,83.9,26,0.459,73,0.356,26,0.11,8,0.75,6,9,200,101.4,25.0,11,18,73,,5.6,4,0.562,41,0.366,15,49.3,37,0.475,10.5,9,32,0.344,11,0.526,10,"January 19, 2019",30.0,9,12.5,4,101.4,75.0,33,0.589,56,0.536,30,0.411,23,0.739,17,7,200,115.3,16.1,5,13,83,,11.1,8,0.393,22,0.273,6,50.7,38,0.62,10.8,8,34,0.706,24,0.632,12,"Bartow Arena, Birmingham, Alabama",TEXAS-SAN-ANTONIO,UTSA,72.4,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
42.1,8,14.3,3,79.0,77.5,31,0.393,56,0.339,19,0.268,15,0.533,8,7,200,83.9,26.3,10,11,52,,9.7,6,0.411,23,0.261,6,52.6,41,0.412,13.8,10,33,0.394,13,0.65,13,"January 24, 2019",77.8,14,6.1,2,83.9,73.7,28,0.414,58,0.31,18,0.103,6,0.167,1,3,200,79.0,22.5,9,13,49,,8.1,5,0.638,37,0.324,12,47.4,37,0.403,14.2,10,21,0.286,6,0.85,17,"UNT Coliseum, Denton, Texas",NORTH-TEXAS,North Texas,62.5,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
50.0,15,8.0,2,124.6,67.9,19,0.556,63,0.476,30,0.381,24,0.792,19,7,200,129.0,27.3,9,21,89,,10.1,7,0.333,21,0.476,10,45.9,28,0.598,3.9,3,42,0.476,20,0.667,14,"January 26, 2019",59.3,16,9.5,4,129.0,72.7,24,0.635,52,0.519,27,0.577,30,0.667,20,13,200,124.6,32.1,9,20,86,,0.0,0,0.519,27,0.444,12,54.1,33,0.649,16.6,13,25,0.6,15,0.381,8,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,69.3,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
30.4,7,6.3,2,95.9,78.8,26,0.446,56,0.411,23,0.393,22,0.682,15,8,200,87.8,12.5,4,14,65,,14.9,11,0.339,19,0.211,4,46.2,30,0.489,14.3,11,37,0.514,19,0.636,14,"January 30, 2019",52.0,13,2.7,1,87.8,87.5,28,0.526,57,0.439,25,0.316,18,0.611,11,16,200,95.9,21.2,7,16,71,,4.1,3,0.439,25,0.4,10,53.8,35,0.542,19.8,16,32,0.469,15,0.273,6,"Murphy Athletic Center, Murfreesboro, Tennessee",ALABAMA-BIRMINGHAM,Alabama-Birmingham,74.0,Home,MIDDLE-TENNESSEE,Middle Tennessee
40.7,11,5.1,2,120.0,80.0,24,0.593,54,0.5,27,0.352,19,0.789,15,16,200,121.5,35.7,10,17,79,,6.2,4,0.37,20,0.5,10,58.6,34,0.627,17.3,13,34,0.5,17,0.304,7,"February 2, 2019",42.9,12,2.9,1,121.5,64.3,18,0.591,55,0.509,28,0.364,20,0.65,13,9,200,120.0,20.0,6,13,78,,9.2,6,0.291,16,0.563,9,41.4,24,0.605,7.3,5,39,0.487,19,0.609,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,64.8,Away,MIDDLE-TENNESSEE,Middle Tennessee
53.8,14,17.6,6,98.3,68.6,24,0.517,58,0.448,26,0.259,15,0.667,10,6,200,116.7,33.3,11,12,70,,1.7,1,0.397,23,0.348,8,51.5,35,0.537,7.2,5,35,0.514,18,0.76,19,"February 7, 2019",40.9,9,2.9,1,116.7,66.7,22,0.424,59,0.373,22,0.271,16,0.563,9,10,200,98.3,31.4,11,16,59,,5.0,3,0.424,25,0.24,6,48.5,33,0.443,8.3,6,34,0.471,16,0.583,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,60.4,Away,OLD-DOMINION,Old Dominion
60.9,14,13.5,5,91.2,68.8,22,0.5,60,0.383,23,0.217,13,0.692,9,18,200,101.5,17.6,6,21,69,,8.8,6,0.633,38,0.368,14,42.4,28,0.521,12.0,9,22,0.409,9,0.25,6,"February 9, 2019",50.0,10,18.2,4,101.5,82.4,28,0.433,52,0.385,20,0.481,25,0.68,17,11,200,91.2,31.3,10,14,62,,5.9,4,0.288,15,0.333,5,57.6,38,0.485,16.0,12,37,0.405,15,0.56,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,67.5,Away,CHARLOTTE,Charlotte
39.3,11,11.1,3,94.4,75.0,24,0.457,69,0.406,28,0.246,17,0.824,14,11,200,106.9,30.6,11,13,77,,12.5,9,0.333,23,0.304,7,51.5,35,0.5,7.3,6,46,0.457,21,0.577,15,"February 14, 2019",52.2,12,13.0,6,106.9,69.4,25,0.491,57,0.404,23,0.281,16,0.75,12,13,200,94.4,25.0,8,16,68,,4.2,3,0.526,30,0.333,10,48.5,33,0.526,19.0,15,27,0.481,13,0.5,13,"Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,71.8,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
34.8,8,2.7,1,92.3,76.9,30,0.551,49,0.469,23,0.449,22,0.636,14,11,200,104.6,26.7,8,17,68,,9.2,6,0.367,18,0.444,8,55.1,38,0.572,17.0,12,31,0.484,15,0.593,16,"February 16, 2019",62.5,15,16.1,5,104.6,73.3,22,0.422,64,0.375,24,0.141,9,0.667,6,11,200,92.3,23.1,9,17,60,,7.7,5,0.422,27,0.222,6,44.9,31,0.439,10.5,8,37,0.486,18,0.593,16,"E.A. Diddle Arena, Bowling Green, Kentucky",WESTERN-KENTUCKY,Western Kentucky,65.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
62.1,18,10.8,4,105.9,83.3,20,0.704,49,0.592,29,0.265,13,0.538,7,11,225,111.8,13.6,3,19,76,,10.3,7,0.388,19,0.579,11,50.0,23,0.689,20.4,14,30,0.6,18,0.607,17,"February 23, 2019",73.1,19,10.0,3,111.8,86.4,19,0.548,52,0.5,26,0.346,18,0.833,15,10,225,105.9,16.7,4,15,72,,11.8,8,0.288,15,0.333,5,50.0,23,0.595,17.8,13,37,0.568,21,0.63,17,"Reed Green Coliseum, Hattiesburg, Mississippi",SOUTHERN-MISSISSIPPI,Southern Miss,60.3,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
45.5,10,11.4,4,100.0,83.9,26,0.5,50,0.44,22,0.58,29,0.793,23,12,200,109.0,27.6,8,13,73,,9.0,6,0.36,18,0.333,6,56.7,34,0.572,16.1,12,32,0.5,16,0.586,17,"February 28, 2019",65.4,17,12.5,4,109.0,72.4,21,0.518,56,0.464,26,0.232,13,0.692,9,12,200,100.0,16.1,5,20,67,,9.0,6,0.375,21,0.286,6,43.3,26,0.539,12.7,9,35,0.571,20,0.586,17,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,67.0,Away,WESTERN-KENTUCKY,Western Kentucky
52.2,12,2.9,1,116.9,75.0,21,0.483,59,0.39,23,0.322,19,0.684,13,13,200,107.7,25.0,9,16,70,,7.7,5,0.475,28,0.393,11,46.9,30,0.515,8.2,6,31,0.387,12,0.567,17,"March 3, 2019",32.1,9,9.7,3,107.7,75.0,27,0.56,58,0.483,28,0.207,12,0.917,11,13,200,116.9,25.0,7,14,76,,7.7,5,0.414,24,0.375,9,53.1,34,0.597,12.5,9,34,0.559,19,0.552,16,"Convocation Center, San Antonio, Texas",ALABAMA-BIRMINGHAM,Alabama-Birmingham,65.4,Home,TEXAS-SAN-ANTONIO,UTSA
52.9,9,8.6,3,95.5,75.0,21,0.366,56,0.304,17,0.304,17,0.529,9,8,200,74.6,18.9,7,23,50,,3.0,2,0.393,22,0.318,7,43.1,28,0.39,14.8,11,34,0.294,10,0.742,23,"March 9, 2019",25.0,5,2.9,1,74.6,81.1,30,0.449,49,0.408,20,0.551,27,0.741,20,13,200,95.5,25.0,7,14,64,,6.0,4,0.286,14,0.286,4,56.9,37,0.518,15.3,11,35,0.457,16,0.581,18,"Bartow Arena, Birmingham, Alabama",OLD-DOMINION,Old Dominion,67.0,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
54.2,13,8.6,3,107.7,74.1,20,0.5,58,0.414,24,0.103,6,0.5,3,21,200,93.8,27.3,9,20,61,,7.7,5,0.517,30,0.333,10,48.3,29,0.501,18.8,14,28,0.5,14,0.344,11,"March 13, 2019",33.3,8,7.1,2,93.8,72.7,24,0.541,49,0.49,24,0.469,23,0.739,17,13,200,107.7,25.9,7,11,70,,10.8,7,0.286,14,0.357,5,51.7,31,0.584,15.7,11,35,0.543,19,0.594,19,"Ford Center, Evansville, Indiana",MIDDLE-TENNESSEE,Middle Tennessee,64.9,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham
53.8,14,6.9,2,104.1,78.6,22,0.5,60,0.433,26,0.567,34,0.735,25,13,200,116.4,43.8,14,16,85,,9.6,7,0.383,23,0.348,8,60.0,36,0.558,11.8,10,37,0.486,18,0.606,20,"March 14, 2019",70.4,19,2.7,1,116.4,56.3,18,0.525,60,0.45,27,0.283,17,0.765,13,15,200,104.1,21.4,6,22,76,,5.5,4,0.517,31,0.29,9,40.0,24,0.558,15.1,12,29,0.621,18,0.531,17,"Ford Center at The Star, Frisco, Texas",TEXAS-SAN-ANTONIO,UTSA,73.1,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham
33.3,8,9.8,4,103.4,61.3,19,0.53,50,0.48,24,0.26,13,0.462,6,14,200,100.0,14.8,4,15,59,,6.8,4,0.34,17,0.294,5,39.7,23,0.525,11.2,7,33,0.576,19,0.588,20,"March 15, 2019",45.5,10,12.1,4,100.0,85.2,23,0.446,56,0.393,22,0.214,12,0.917,11,8,200,103.4,38.7,12,13,61,,3.4,2,0.268,15,0.4,6,60.3,35,0.494,12.8,9,41,0.39,16,0.758,25,"Ford Center at The Star, Frisco, Texas",ALABAMA-BIRMINGHAM,Alabama-Birmingham,58.9,Home,OLD-DOMINION,Old Dominion
22.2,6,9.1,2,112.2,92.9,26,0.469,65,0.415,27,0.338,22,0.773,17,15,200,105.4,35.0,14,19,78,,4.1,3,0.292,19,0.368,7,58.8,40,0.517,12.8,11,46,0.435,20,0.571,20,"March 20, 2019",72.0,18,10.9,5,105.4,65.0,26,0.57,57,0.439,25,0.386,22,0.818,18,11,200,112.2,7.1,2,20,83,,8.1,6,0.614,35,0.429,15,41.2,28,0.615,14.2,11,22,0.455,10,0.645,20,"Pizzitola Sports Center, Providence, Rhode Island",ALABAMA-BIRMINGHAM,Alabama-Birmingham,74.5,Home,BROWN,Brown
55.0,11,7.3,3,108.2,66.7,22,0.445,55,0.364,20,0.182,10,0.4,4,1,200,72.6,18.8,6,17,53,,5.5,4,0.473,26,0.346,9,43.1,28,0.444,25.2,20,29,0.379,11,0.0,0,"November 6, 2018",62.5,20,17.2,5,72.6,81.3,26,0.552,67,0.478,32,0.104,7,0.714,5,0,200,108.2,33.3,11,14,79,,16.4,12,0.388,26,0.385,10,56.9,37,0.562,15.6,13,41,0.537,22,1.0,1,"James H. Hilton Coliseum , Ames, Iowa",ALABAMA-STATE,Alabama State,73.0,Home,IOWA-STATE,Iowa State
22.7,5,16.1,5,121.9,60.7,17,0.5,53,0.415,22,0.321,17,0.471,8,2,200,95.3,18.2,6,22,61,,7.8,5,0.415,22,0.409,9,37.7,23,0.499,13.0,9,31,0.419,13,0.0,0,"November 8, 2018",62.5,15,6.5,2,95.3,81.8,27,0.519,53,0.453,24,0.472,25,0.92,23,0,200,121.9,39.3,11,20,78,,7.8,5,0.415,22,0.318,7,62.3,38,0.601,14.7,11,31,0.548,17,1.0,2,"Frost Arena, Brookings, South Dakota",ALABAMA-STATE,Alabama State,64.5,Home,SOUTH-DAKOTA-STATE,South Dakota State
47.6,10,6.0,3,112.8,60.0,21,0.379,66,0.318,21,0.288,19,0.684,13,0,201,73.3,35.1,13,29,63,,10.5,9,0.379,25,0.32,8,47.2,34,0.42,24.4,24,41,0.317,13,0.0,0,"November 11, 2018",38.7,12,24.4,10,73.3,64.9,24,0.523,65,0.477,31,0.6,39,0.744,29,2,201,112.8,40.0,14,15,97,,17.4,15,0.231,15,0.4,6,52.8,38,0.581,17.1,17,50,0.5,25,0.333,1,,"LaGrange
			","LaGrange
			",85.8,Home,ALABAMA-STATE,Alabama State
64.3,9,2.3,1,111.7,59.5,22,0.316,57,0.246,14,0.228,13,0.615,8,0,200,57.1,17.1,7,26,44,,6.5,5,0.579,33,0.242,8,37.2,29,0.348,24.2,20,24,0.25,6,0.0,0,"November 14, 2018",50.0,15,20.8,5,57.1,82.9,34,0.508,64,0.469,30,0.531,34,0.618,21,2,200,111.7,40.5,15,19,86,,13.0,10,0.328,21,0.238,5,62.8,49,0.536,14.1,13,43,0.581,25,0.5,2,,"Birmingham-Southern
			","Birmingham-Southern
			",77.2,Home,ALABAMA-STATE,Alabama State
57.6,19,2.6,1,132.9,84.0,21,0.521,73,0.452,33,0.11,8,0.25,2,3,200,98.7,39.0,16,19,78,,3.8,3,0.397,29,0.345,10,56.1,37,0.508,19.0,18,44,0.523,23,0.4,2,"November 21, 2018",55.6,20,11.4,5,98.7,61.0,25,0.664,61,0.59,36,0.475,29,0.828,24,0,200,132.9,16.0,4,13,105,20,10.1,8,0.377,23,0.391,9,43.9,29,0.702,9.8,8,38,0.711,27,1.0,5,"Carver-Hawkeye Arena, Iowa City, Iowa",ALABAMA-STATE,Alabama State,78.8,Home,IOWA,Iowa
61.1,11,0.0,0,124.6,47.6,10,0.391,55,0.327,18,0.273,15,0.733,11,4,200,78.3,28.6,10,16,54,,5.8,4,0.418,23,0.304,7,35.7,20,0.435,19.6,15,32,0.344,11,0.333,2,"November 28, 2018",58.8,20,18.8,6,78.3,71.4,25,0.667,60,0.567,34,0.217,13,0.462,6,2,200,124.6,52.4,11,17,86,,8.7,6,0.533,32,0.375,12,64.3,36,0.65,19.6,16,28,0.786,22,0.714,5,"James A. Rhodes Arena, Akron, Ohio",ALABAMA-STATE,Alabama State,69.2,Home,AKRON,Akron
